,param,param_select,beta,tll1,tll2,igc
0,4.447586332990688e-05,1.0830210843832249,0.22936601471468532,0.10171499474639249,0.11787334250732717,0.034270314515151404
1,0.00508170844895621,0.0061051851088329626,0.25581894703309616,0.04260579088471733,0.126041629537773,0.032432836181325746
2,0.0019049901739864852,0.8054891936609955,0.1711096460953006,0.07046016654584938,0.03378845958611372,0.03738451072037011
3,0.009082542524472716,0.2389505392123301,0.4155595307336738,0.07758518727632928,0.1001669482821764,0.019903327465945506
4,0.0014450423972993253,0.7464209596533617,0.23220269044657493,0.03492032317498024,0.1259735133895082,0.05412602266941305
5,1.5269598745142603e-06,0.0036022646566219755,0.4092487292681327,0.031197082387389243,0.06529500549516061,0.19598706454876963
6,2.0227723218678827e-05,0.6078744219437886,0.3535421493717855,0.04904885481724135,0.0750677409731049,0.10800734013354465
7,0.008021090957606534,0.008021090957606534,0.3890932019917719,0.1774281180894266,0.06911637896115602,0.2019314237656226
8,0.011336870084831554,0.04257752548894433,0.3926929815661073,0.19491152980255022,0.08588391025833787,0.21613061296974984
9,0.018945677350904494,0.018945677350904494,0.5062472294252699,0.014591623699283686,0.05712200393001219,0.08105463866196654
10,0.0010814725208380589,0.2385409581103427,0.12337541210939676,0.17154358730795288,0.059215464833613965,0.05320778386853847
11,0.023740204808153968,0.2373007920482345,0.494481601012864,0.020895130749861247,0.21788107321883654,0.252850427427327
12,0.023485801547000244,0.29096387847141003,0.47443718977590926,0.16018633859652853,0.020337114013526912,0.07176797658293106
13,0.0002873916162839131,0.6294354348298228,0.5037074173867411,0.035059846440119294,0.08236440142175071,0.1838089813957723
14,0.0003445446095424854,1.336803215642695,0.17570528141466818,0.039610175967595675,0.08981500329735267,0.07456502039318766
15,0.0002954796089067015,0.5265562441807026,0.10793158884626346,0.15849121513304282,0.09202609829478973,0.02433410335979165
16,0.0009551224043627651,0.7159566533706778,0.16852595497819328,0.08752361122498994,0.037529309063383545,0.07667108242301615
17,0.04074341273958261,0.014321343581386675,0.3532241896796366,0.04405760110910603,0.08996053421776115,0.05037625182372976
18,0.022988125458512462,0.013884412723356516,0.3865588053957247,0.07300316865019171,0.05692169016013125,0.1618034985958029
19,0.002035792377183868,0.19791262042356828,0.2860116203395983,0.10454325948656623,0.07365724687832076,0.15147042196561872
20,0.0005562600693716474,1.5412220658963847,0.32224105241590767,0.07357191511412807,0.14472654424157672,0.10005534795223373
21,0.0016829867656844362,0.7470215156252965,0.3032353877587872,0.05391291498065916,0.124760682160598,0.15109633925429394
22,0.007865249117055816,0.09393292654270198,0.3255767475246708,0.04531978935213135,0.0604554021379133,0.11674943516376801
23,0.007091056129630048,1.4811095087930266,0.1712151420832372,0.023774727665104318,0.061645051702519355,0.04893475597313858
24,0.0009888220063708295,0.36751157424383785,0.5195533343430794,0.0878400093647902,0.034956871219520576,0.11582588978288533
